title|releaseyear|duration|rating|genres|language|directors|maincast|plotsummary|imageurl|reviewsone|reviewstwo|reviewsthree|userRating
The Good, the Bad and the Ugly|1966|161|4.49 out of 5|Western|Italian|Sergio Leone|Clint Eastwood, Eli Wallach, Lee Van Cleef, Aldo Giuffrè, Luigi Pistilli|While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.|https://a.ltrbxd.com/resized/sm/upload/07/zz/2k/vy/the-good-the-bad-and-the-ugly-1200-1200-675-675-crop-000000.jpg?v=6fdc9111b0|this movie is cinematic sex|gotta be the best ending of all time|i cannot believe ennio morricone saw the scene of tuco running around the graveyard for 4 minutes and decided to make the best piece of score ever
Cool Hand Luke|1967|127|4.14 out of 5|Crime, Action, Drama|English|Stuart Rosenberg|Paul Newman, George Kennedy, Luke Askew, Morgan Woodward, Harry Dean Stanton|"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesnt play by the rules of either the sadistic warden or the yards resident heavy, Dragline, who ends up admiring the new guys unbreakable will. Lukes bravado, even in the face of repeated stints in the prisons dreaded solitary confinement cell, "the box," make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers."|https://a.ltrbxd.com/resized/sm/upload/51/bz/8q/py/cool-hand-luke-1200-1200-675-675-crop-000000.jpg?v=0832a93057|Any man who doesnt like this movie gets a night in the box.|eat an egg every time something gay happens|luke sure did have cool hands
2001: A Space Odyssey|1968|149|4.30 out of 5|Adventure, Mystery, Science Fiction|English|Stanley Kubrick|Keir Dullea, Gary Lockwood, William Sylvester, Douglas Rain, Daniel Richter|Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the worlds most advanced super computer.|https://a.ltrbxd.com/resized/sm/upload/x3/fx/ae/ju/2001-space-odyssey-120-1200-1200-675-675-crop-000000.jpg?v=37a8a99963|Dear College-Age Matt Singer, who thinks this movie is long, boring, and pretentious:You’re a fucking idiot.Love,Your Older, Smarter Self.|  hal 9000 is the nastiest skank bitch i’ve ever met. do not trust him. he is a fugly slut|the monkey thing was cool
Once Upon a Time in the West|1968|166|4.39 out of 5|Drama, Western|English|Sergio Leone|Claudia Cardinale, Henry Fonda, Jason Robards, Charles Bronson, Gabriele Ferzetti|A widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.|https://a.ltrbxd.com/resized/sm/upload/mq/zd/bz/7r/once-upon-a-time-in-the-west-1200-1200-675-675-crop-000000.jpg?v=8ae3dd7044|"There were no dollars back then."But sons of bitches, yeah."|obviously outstanding score, gorgeous camerawork. a lot of truly cool blocking and framing that makes interesting and kinetic cinematography out of sweaty men living in a land of no showers. almost didn’t recognize Charlie Bronson, looking like a Mad Magazine McPoyle brother for the entire thing. a terrific piece of evidence towards the case that every movie should be 90 minutes.|A true masterpiece in every sense of the word! The opening scene takes the mundane (sweaty gunslingers with weathered faces, dripping water, pesky fly and a rusty old windmill) and literally turns it into a work of art!A western thats so real you can almost see the beard stubble grow by the minute and the sweat trickling from your screen!Gorgeous cinematography with a soundtrack ranging from glorious, to thrilling, to haunting! An all star cast as magnificent as the film itself! Henry Fonda, Charles Bronson, Jason Robards, and Claudia Cardinale!As lusty as it is gutsy! A place and time when guns and grimaces did all of the talking!Naughty Approved!
A Clockwork Orange|1971|137|4.13 out of 5|Science Fiction, Crime|English|Stanley Kubrick|Malcolm McDowell, Patrick Magee, Michael Bates, Carl Duering, Warren Clarke|In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure thatll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?|https://a.ltrbxd.com/resized/sm/upload/kr/l2/n7/sf/a-clockwork-orange-55-1200-1200-675-675-crop-000000.jpg?v=266a9989e6|moral of the story: use a different song when singin in the bathroom|I want Stanley Kubrick to come back from the dead and explain this to me.|yall ever smoked weed...
The Godfather|1972|175|4.55 out of 5|Crime, Drama|English|Francis Ford Coppola|Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano|Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.|https://a.ltrbxd.com/resized/sm/upload/zp/bn/1x/6r/the-godfather-1200-1200-675-675-crop-000000.jpg?v=397832feef|haha they made that scene from zootopia into a movie|I dont trust anyone who dislikes this movie.|I challenge Letterboxd to add a sixth star.
The Sting|1973|129|4.17 out of 5|Drama, Comedy, Crime|English|George Roy Hill|Paul Newman, Robert Redford, Robert Shaw, Charles Durning, Ray Walston|Set in the 1930s this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.|https://a.ltrbxd.com/resized/sm/upload/wo/jk/3e/cp/the-sting-1200-1200-675-675-crop-000000.jpg?v=9a85ecd9fe|the color palette they used to grade this is 100% just a way to make paul newman’s eyes look bluer and the blood on robert redford’s mouth look redder, and you know what? i agree.|"Your boss is quite a card player, Mr Kelly; how does he do it?"He cheats."(Robert Shaw as Doyle Lonnegan to Robert Redford as Johnny Hooker)THE BEST CON ARTIST MOVIE EVER MADE, WITH BOTH, NEWMAN AND REDFORD ON FIRE"|And there it is. The Allrounder. The movie that captures and defines every single thing that provides escapism and entertainment.When I was a kid and was learning to play the piano, one of the first things I could play by heart was Joplins The Entertainer. Hearing those notes over those fantastic opening credits of The Sting brought the type of smile to my face only nostalgia can provide. And it remained there for the entire running time.The Sting oozes classy filmmaking. Harkening back to a time that appeals to a romantic sentiment of simplicity and hardship, it gives life to America in the Great Depression with appealing light hearted charm. The set designs are simply astounding. They perhaps…
The Exorcist|1973|122|3.99 out of 5|Thriller, Drama, Horror|English|William Friedkin|Ellen Burstyn, Linda Blair, Jason Miller, Max von Sydow, Lee J. Cobb|12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.|https://a.ltrbxd.com/resized/sm/upload/p4/8q/jq/cc/the-exorcist-1200-1200-675-675-crop-000000.jpg?v=1e9adb721a|I hope when my daughter hits puberty itll be a tad less eventful.|This review is based on a true story.Last night a human being watched this stoned and almost had a heart attack from fright.|Scary, but less scary than heartbreaking, suffused with grief and guilt and dread, with the sense that theres no system truly prepared to combat madness or pain, theres only the trial and error, the compromise, of barely surviving them.
Chinatown|1974|130|4.29 out of 5|Thriller, Mystery, Crime, Drama|English|Roman Polanski|Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez, John Hillerman|Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husbands extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.|https://a.ltrbxd.com/resized/sm/upload/sy/yq/6d/o6/chinatown-1200-1200-675-675-crop-000000.jpg?v=0197557a3b|Forget a review, Its Chinatown.|This scumbag can really direct a fucking movie, cant he?|   100So, about that ending. It both *is* and *isnt* Chinatown. Its a part of the city to be abstracted, disembodied, insidiously morphed into a racist calculation of laborious figures by those who are allowed to freely leave. Even as J.J. Gittes submits and wanders into the night, he isnt stranded in the nocturnal wasteland in which he once operated within. Hes a man of privilege, relatively, but the system is now seen as not simply vertically integrated but horizontally manipulated by the elite. Noah Cross isnt simply above the police, the law, the bindings of conservatism and sexual formality - hes on his own plane of existence, fueled by the capital he built and is continuing to expand, by…
The Godfather: Part II|1974|202|4.59 out of 5|Crime, Drama|English|Francis Ford Coppola|Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, John Cazale|In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.|https://a.ltrbxd.com/resized/sm/upload/rw/q1/s4/xy/the-godfather-part-ii-1200-1200-675-675-crop-000000.jpg?v=e76eb25900|young, totally fuckable al pacino and robert de niro: *speak italian*me: you can make me an offer and i wont refuse|the transition between idealism to capitalism, between loyalty to family and loyalty to business. the most tragic film of a generation.|Vito Corleone - I am immigrant child, alone with nothing CUT TO:Michael Corleone - I run this family like a fucking corporation CUT TO: Vito Corleone - Im Vito the hood legend CUT TO:Michael Corleone - I own stock in IBM, I own stock in AT&T
Monty Python and the Holy Grail|1975|91|4.13 out of 5|Fantasy, Comedy, Adventure|English|Terry Gilliam, Terry Jones|Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones|"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as "it is a silly place"."|https://a.ltrbxd.com/resized/sm/upload/sx/qk/qr/pj/monty-python-holy-grail-1200-1200-675-675-crop-000000.jpg?v=c54aef6f32|"Dear 90% of modern comedy,You dont entertain me, unfunny pig dogs. Go and boil your bottoms, you sons of a silly person. I blow my nose at you, so-called "comedy," you and all your silly, uninspired friends.I dont want to watch you no more, you empty headed animal food trough wiper. I fart in your general direction. Your mother was a hamster and your father smelt of elderberries.Sincerely,Ni"|Strange women lying in ponds distributing swords is no basis for a system of government. If I went around saying I was an emperor, just because some moistened bint lobbed a scimitar at me, theyd put me away!|this silly, nonsensical, quotable af piece of art is actually the 70s version of vine. ni
Jaws|1975|124|3.96 out of 5|Adventure, Thriller, Horror|English|Steven Spielberg|Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton|When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.|https://a.ltrbxd.com/resized/sm/upload/r0/oj/7p/ys/jaws-1200-1200-675-675-crop-000000.jpg?v=85434e92cf|glad sharks aren’t real|The tragic story of a bunch of alcoholics who hunt down and murder a fish for the crime of being really hungry.|Reminds me of Shark Tale (2004)
One Flew Over the Cuckoos Nest|1975|133|4.36 out of 5|Drama|English|Miloš Forman|Jack Nicholson, Brad Dourif, Louise Fletcher, Danny DeVito, William Redfield|While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy, inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.|https://a.ltrbxd.com/resized/sm/upload/9q/8o/xb/41/one-flew-over-cuckoos-nest-1200-1200-675-675-crop-000000.jpg?v=916dc22c43|jack nicholson looks way too hot in this movie|danny devito has like four lines but he gives the best performance|acting so real, thought i was in the cuckoo’s nest
Barry Lyndon|1975|185|4.39 out of 5|Drama, Romance, War|English|Stanley Kubrick|"Ryan ONeal", Marisa Berenson, Patrick Magee, Hardy Krüger, Diana Körner"|An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.|https://a.ltrbxd.com/resized/sm/upload/se/kj/9z/i0/barry-lyndon-1200-1200-675-675-crop-000000.jpg?v=444c122e65|Showed this to my mom today. She thinks 2001: A Space Odyssey is the most boring film of all time, she walked out of A Clockwork Orange and she never ceases to complain about every aspect in Dr. Strangelove.....And yet, she was utterly entranced for every second of Barry Lyndon, laughing and crying along with the ravishing imagery and the remarkable storytelling. Ladies and gentlemen, theres a Stanley Kubrick film for everyone.|Long movies scare me. Period pieces scare me. They are both things that I historically (haha get it because period piece) have not exactly found EASY to watch. They’re usually GREAT, but impatient people like myself have a hard time getting the energy to watch things like that. But I gotta say, despite that, I loved every second of Barry Lyndon.|marie antoinette for fellas
Taxi Driver|1976|114|4.17 out of 5|Drama, Crime|English|Martin Scorsese|Robert De Niro, Jodie Foster, Cybill Shepherd, Harvey Keitel, Peter Boyle|A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.|https://a.ltrbxd.com/resized/sm/upload/tu/1i/09/tr/taxi-driver-40-1200-1200-675-675-crop-000000.jpg?v=dd9cd7a397|I find it strange that this movie is so popular. I see bros quoting it and they always have this next to Goodfellas and The Sopranos and Entourage in their collection of movies(as do I). I think a lot of people like it for the wrong reasons. They like the violence and the guns and DENIRO. But for me this is the quintessential art house film: ambiguous in its meaning, a meandering story with no plot in sight, a protagonist that has more psychological disorders than Edward Norton in Fight Club and every character except the Presidential campaign’s employees are completely fucked up. But Im not giving these bros enough credit, maybe they feel just as lonely as Travis Bickle and…|   How to Get Laid: The Travis Bickle Method.1. Find a girl. Any girl will do. Doesnt matter if shes already dating someone else or not.2. Offer to take said girl out for a lunch date at a diner. Ask girl out for future date at said diner.3. Take girl to a movie. Preferably the porn cinema. Chicks dig porn cinemas.4. When she leaves, call her the next day. Repeat until you show up at her work and demand you two go out again.5. Realize that love is futile and that all women use you for their own personal gain.6. Find a 13 year old hooker.7. Develop feelings for said hooker.8. Buy a…|when he takes you to a porno movie 😍
Network|1976|122|4.26 out of 5|Drama|English|Sidney Lumet|Faye Dunaway, William Holden, Peter Finch, Robert Duvall, Ned Beatty|When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.|https://a.ltrbxd.com/resized/sm/upload/ve/ag/ff/p0/network-1200-1200-675-675-crop-000000.jpg?v=5c35d9eb33|"There is no America. There is no democracy. There is only IBM, and ITT, and AT&T, and DuPont, Dow, Union Carbide, and Exxon."This film is 40 years old, and the above quote rings just as true today as it did back then. It is scary how pertinent this scarily-prescient film still feels today."|good thing that instead of working in media I am checks notes unemployed|faye dunaway would be a great shiv(i promise i’ll stop referencing succession eventually)
Rocky|1976|120|4.07 out of 5|Drama|English|John G. Avildsen|Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith|When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.|https://a.ltrbxd.com/resized/sm/upload/d0/x2/qe/9l/rocky-1200-1200-675-675-crop-000000.jpg?v=010ac1631e|I am not American.I really dislike boxing.I generally speaking loathe melo-drama.I respect Stallone, but when he acts he looks like a St. Bernards dog trying to convey emotions.I am not a fan of sports films.I have every reason to hate this film. But I dont. I absolutely love it. Sometimes simplicity is key to telling the best stories and this film understands that like no other. It is almost impossible to not be swept away and taken along for the ride.|I love listening to Rockys endless ramblings. I love that there is no focus on the result of the fight. And I love everything in between.|watched this in class today. it’s like 10% boxing which was kinda hilarious to me but it was very good.
Star Wars|1977|121|4.18 out of 5|Adventure, Action, Science Fiction|English|George Lucas|Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness|Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.|https://a.ltrbxd.com/resized/sm/upload/xo/ln/nr/0o/star-wars-70-1200-1200-675-675-crop-000000.jpg?v=766b26c149|would be cooler if there was a giant fucking worm|obi-wan calling vader “Darth” like it’s his first name is the most baller fucking gauntlet slam of all time get on his level you cronies|the powerpoint transitions never get old
The Deer Hunter|1978|183|4.19 out of 5|War, Drama|English|Michael Cimino|Robert De Niro, Christopher Walken, John Cazale, John Savage, Meryl Streep|A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.|https://a.ltrbxd.com/resized/sm/upload/p8/be/w0/bw/the-deer-hunter-1200-1200-675-675-crop-000000.jpg?v=f2751dda9a|  ME SEEING JOHN CAZALE: Uh, weird guyME READING THAT JOHN CAZALE WAS MERYLS HUSBAND WHO WAS DYING OF CANCER AND SHE ONLY TOOK THE THANKLESS GIRLFRIEND PART IN THIS MOVIE TO BE BY HIS SIDE 24/7 IN HIS LAST DAYS: Oh 🥺The Deer Hunter ends with Meryl singing and a freeze frame. Four stars!|One of the first films to employ Vietnam War into its premise, The Deer Hunter tells the story of a trio of young factory workers in Pennsylvania who enlist into the army to fight the ongoing war in Vietnam, only to discover that war isnt a noble venture they imagined it to be but a hellish chaos which ultimately ends up completely changing their overall personalities.The film features a three act structure, with the first act introducing its three primary characters, their friendships, the women they are in love with & their perspectives on life. The second act is set in Vietnam and covers the brutality they undergo there. And the final act depicts the massive change war has brought…|not enough robert de niro schlong
Apocalypse Now|1979|147|4.44 out of 5|Drama, War|English|Francis Ford Coppola|Martin Sheen, Frederic Forrest, Albert Hall, Laurence Fishburne, Sam Bottoms|"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, "does not exist, nor will it ever exist." His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory."|https://a.ltrbxd.com/resized/sm/upload/d4/5v/ik/es/apocalypse-now-1200-1200-675-675-crop-000000.jpg?v=374c4b8863|I love the smell of marlon brando inventing acting through three seconds of screen time and literally obliterating every other actor ever in the morning. also, napalm|The rain patters deliberately. Its trying. Its trying real hard to cool off the world, but to no avail. The endless sweat parading down the faces of the losing minds and the tired souls only enhances the fever dreams and the sights of the figures within the shadows. The greatest cinematographic achievement of all time.|wow sofia coppola’s dad is actually pretty good at the whole making movies thing i guess he takes after his daughter <3
Alien|1979|117|4.27 out of 5|Horror, Science Fiction|English|Ridley Scott|Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt|During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.|https://a.ltrbxd.com/resized/sm/upload/ty/tt/43/of/alien-1979-1200-1200-675-675-crop-000000.jpg?v=e67d042122|if you are going into space i think that you should leave your cat at home, he does not need the stress|“You still dont understand what youre dealing with, do you? Perfect organism. Its structural perfection is matched only by its hostility.”Sometimes a movie provides its own review.|  the fact that the alien murders all the white men first is so funny HDBSBSBSLSNSBSJ what a woke queen !
The Empire Strikes Back|1980|124|4.41 out of 5|Action, Science Fiction, Adventure|English|Irvin Kershner|Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels|The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.|https://a.ltrbxd.com/resized/sm/upload/jk/3n/bz/8z/empire-strikes-back-1200-1200-675-675-crop-000000.jpg?v=76ea8051bf|this movie is great but I was really shocked by how ugly Yoda was sorry if that pisses anybody off but I had only seen baby Yoda and adult Yoda is fucking busted|The only Star Wars movie to fully explore the ramifications of Yodas ketamine addiction and thats why its the best one|yoda is my favorite character in star wars and maybe one of my favorite characters in fiction period and the only way he could be better is if Mandalorian season 3 revealed grogu talks like everyone else and yoda just chooses to speak like that for no reason
The Shining|1980|144|4.24 out of 5|Horror, Thriller|English|Stanley Kubrick|Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson|Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they arent prepared for the madness that lurks within.|https://a.ltrbxd.com/resized/sm/upload/tm/ta/x1/yh/shining-1200-1200-675-675-crop-000000.jpg?v=3eeee4ee5a|why is the T so big|shelley duvalls performance in this film is one of the most intense and realistic portrayals of fear and terror ive ever seen and her skilled acting brought me to tears.the fact that shelley duvall is constantly overlooked when ever i see anyone talk about this film is a fucking crime, especially considering the mental and emotional abuse kubrick caused her so she could maintain a realistic performance and critics didnt even mention her once upon this films release, its fucking disgraceful.seriously, the lack of praise shelley has gotten in comparison to jack nicholson and other actors in the film is astounding and a goddamn crime. shelley im sorry that after all your hard work and suffering that youre…|something in this movie: happenssome guy who just loves going absolutely crazy on the cello: thats my cue
The Elephant Man|1980|124|4.23 out of 5|History, Drama|English|David Lynch|Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud, Wendy Hiller|"A Victorian surgeon rescues a heavily disfigured man being mistreated by his "owner" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London."|https://a.ltrbxd.com/resized/sm/upload/lu/9f/xa/m8/elephant-man-1200-1200-675-675-crop-000000.jpg?v=4e60e3bc81|David Lynch didnt fuck with my mind this time...he fucked with my heart 💔|"Theres a stretch of a few minutes near the end of this where "my friend" is uttered by four different people with four very different contexts and meanings and I was very moved by it. Simplicity I guess is what you would call this but I think the way Lynch opts for grace and patience is not as easy as it looks, theres real meditative poetry in these images and performances that I think others wouldve missed even if given the same material."|"My life is full, because I know that I am loved"What a powerful quote from an extra powerful piece of film making. Im blown away by this. The feelings it envoked within me alone deserve 5 stars, respectively.Hopkins was absolutely impeccable. His eyes ...... oh my HIS EYES, his eyes on their own just portrayed such intensity & emotion. I felt glued to them & couldnt look away. I wanted to wrap my arms around him & hug him tight. John Merrick was one of the most beautiful people, the way he spoke, his nature. So much genuine love for everything. He made my heart so so happy. Even more so knowing its a true story. After so much hate from human beings... So heart felt & true to life. Real emotion. Awwww.... I love this so so much I could cry... cry more. Im impressed & so glad I watched this. Thank you Letterboxd. Youre a true true friend xox"
Raging Bull|1980|129|4.25 out of 5|Drama|English|Martin Scorsese|Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto|When Jake LaMotta steps into a boxing ring and obliterates his opponent, hes a prizefighter. But when he treats his family and friends the same way, hes a ticking time bomb, ready to go off at any moment. Though LaMotta wants his familys love, something always seems to come between them. Perhaps its his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.|https://a.ltrbxd.com/resized/sm/upload/r6/mv/od/ry/lhFdMGwVYPceZRLU6WRUJGTd6Xo-1200-1200-675-675-crop-000000.jpg?v=8537ba182e|"The most frightening thing about Jake LaMotta isn’t his rage. It’s that look in his eyes when he’s caught onto something, when he thinks he has somebody cornered. He latches on to a sentence, or a phrase, and then he repeats it over and over until it starts to take on a different meaning for everybody in the room. He makes himself believe things that aren’t true, perhaps because he wants these things to be true, because he wants to punish himself. But why?"You ever think of anybody else when were in bed?"Raging Bull explores the classic Madonna-whore complex: a man falls in love with a woman, and as soon as he touches her, he realizes that other…"|Do you think Scorsese and DeNiro have kissed|not to be that filmbro bitch but this film was an experience and it changed me
Raiders of the Lost Ark|1981|115|4.16 out of 5|Adventure, Action|English|Steven Spielberg|Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies, Ronald Lacey|When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.|https://a.ltrbxd.com/resized/sm/upload/8s/dm/a7/mo/raiders-of-the-lost-ark-1200-1200-675-675-crop-000000.jpg?v=3b102c4156|im the girl in professor jones class with love you written on her eyelids|he really raided the fuck out of those arks huh|   Looking back on this in todays pop movie landscape is so fascinating because it occupies a strange middle ground between silly, gleeful, highly specified throwback to pulpy B-movies and serials of Spielberg/Lucas youth and the technical, machinelike template for what the broadest, most expensive blockbusters would look like for the next nearly 40 years and counting. I understand the perspective of those that find it commercial or impersonal as a result but on the other hand, can you imagine a world where this was the level that this kind of moviemaking was at all the time...?You know, having actual characters performed with such personality (Allen and Freeman especially) and filled with wit, charm, and passion for the idiosyncratic cinematic/genre…
Das Boot|1981|150|4.28 out of 5|Drama, War, History|German|Wolfgang Petersen|Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch, Martin Semmelrogge|A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.|https://a.ltrbxd.com/resized/sm/upload/mj/wx/3x/rg/das-boot-1200-1200-675-675-crop-000000.jpg?v=bd26bd5c46|PTAbros World Tour Stop 6: West GermanyIts one thing to fill a 90 minute film with relentless action, interesting and sympathetic characters, and a relatively fresh perspective on WWII, but to stretch that to 3.5 hours? And contain that action to little more than three small rooms? Its an amazing feat that Das Boot pulls off, and is justifiably labeled as not only one of the best German films ever made, but one of the best war films ever made (no small feat considering how crowded that category is).Wolfgang Peterson plots Das Boot out to feel like a blockbuster - big explosions, manly men doing manly things, and a bombastic score. In other words, he did not squander…|One of the most gut-wrenching and claustrophobic experiences you will ever encounter! Everything about it was so real, so genuine, so authentic! With each sonar ping I felt terror grip my heart like a vise squeezing it tighter and tighter! The psychological tension was so overwhelming at times it was almost unbearable!Ive seen quite a few submarine films in my day and Das Boot is quite frankly the best of the best! Its realistic portrayal of the men made you care for them warts and all! The story isnt so much about the war or taking sides. It was about men being pushed beyond their limits and never giving up even when things looked completely hopeless! Its about the…|Das Boot is a 1981 West German war film written and directed by Wolfgang Petersen and stars Jürgen Prochnow, Herbert Grönemeyer, and Klaus Wennemann. Set in WWII, the story follows a German submarine U-96 and its crew, as they set out on a hazardous patrol during the Battle of the Atlantic.This weeks Film Club pick, brought to us by the ever brilliant Michael, was Das Boot. A German war “masterpiece” I was yet to see. However, sadly the theatrical cut didn’t quite live up to my expectations. Don’t get me wrong, Das Boot is a brilliant film. The performances from Jürgen Prochnow, Herbert Grönemeyer, and Klaus Wennemann were fantastic to watch as you’re conflicted between rooting for their characters…
The Thing|1982|109|4.35 out of 5|Mystery, Science Fiction, Horror|English|John Carpenter|Kurt Russell, Keith David, Wilford Brimley, T.K. Carter, David Clennon|In remote Antarctica, a group of American research scientists are disturbed at their base camp by a helicopter shooting at a sled dog. When they take in the dog, it brutally attacks both human beings and canines in the camp and they discover that the beast can assume the shape of its victims. A resourceful helicopter pilot and the camp doctor lead the camp crew in a desperate, gory battle against the vicious creature before it picks them all off, one by one.|https://a.ltrbxd.com/resized/sm/upload/5o/hu/mf/ae/thing-1200-1200-675-675-crop-000000.jpg?v=1c6f57f7a4|a bit of a downer to watch this before embarking on a trip to Antarctica with my boys tomorrow|my dog: *looks at me*me: how do i know youre not......... The Thing (1982)|100% pure horror.100% complete paranoia.100% practical effects.100% proof that horror doesnt need CGI.100% inimitable.100% Carpenter100% timeless. (its 38 years old!!)100% terrifying. Still.100% visual masterpiece.100% mold breaking.1000% One of my favourite horror films ever made.p.s. Math was never my strong point.
